#,ORF,Gene,chan7,chan8,chan9,chan10,chan11,chan12,Avg,Stdev,inter-channel CV,inter-prep CV,MA,Nagal.,Type
3876,YLL016W,SDC25,"21,4","22,8","21,9","24,4","20,8","21,1","22,07","1,34","3,2%","7,7%",,, pseudogene
3877,YLL017W,YLL017W,"0,8","0,8","1,3","0,8","1,1","1,2",1,"0,23","29,9%","7,5%",,, pseudogene
3878,YLL018C,DPS1,"289,8","283,6","287,4","274,2","283,9","287,1","284,33","5,48","1,1%","3,8%",7.515,, Verified ORF
3879,YLL018C-A,COX19,"38,8",40,"37,5","36,3","38,9","40,2","38,62","1,49","3,2%","3,5%",160,, Verified ORF
3880,YLL019C,KNS1,"44,4",46,"45,6","45,5",48,"47,1","46,1","1,27","1,8%","1,9%",495,, Verified ORF
3881,YLL019W-A,YLL019W-A,"0,2","0,2","0,2",0,"0,4","0,1","0,18","0,13","0,0%","86,6%",,, Dubious ORF
3882,YLL020C,YLL020C,"6,4","6,6","6,2","6,8","9,2","7,7","7,15","1,13","3,1%","8,8%",,, Dubious ORF
3883,YLL021W,SPA2,81,"79,5","81,2","77,7","77,6","79,9","79,48","1,56","1,2%","4,3%",735,, Verified ORF
3884,YLL022C,HIF1,"34,4","31,5","34,4",33,"32,4","34,2","33,32","1,21","5,0%","2,2%",541,, Verified ORF
3885,YLL023C,YLL023C,118,"116,4","116,8","117,6","122,4","121,6","118,8","2,55","0,7%","3,6%",1.866,, Verified ORF
3886,YLL024C,SSA2,"1821,6","1798,2","1837,5","1811,8","1761,4","1762,5","1798,83","31,32","1,1%","0,3%",11.461,, Verified ORF
3887,YLL025W,YLL025W,"8,4","12,3","11,4","11,4","10,4","10,2","10,68","1,35","19,1%","26,3%",754,, Uncharacterized ORF
3888,YLL026W,HSP104,"234,2","236,4","242,1","226,1","228,6","229,6","232,83","5,9","1,7%","4,0%",3.623,, Verified ORF
3889,YLL027W,ISA1,"93,6",94,"87,6",91,"85,5","90,8","90,42","3,33","3,9%","7,1%",1.351,, Verified ORF
3890,YLL028W,TPO1,"211,6","211,3","202,2","212,8","207,6","211,5","209,5","3,99","2,6%","0,4%",2.921,, Verified ORF
3891,YLL029W,YLL029W,"87,4","88,4","86,1","88,3","87,7","90,1",88,"1,32","1,3%","4,1%",922,, Uncharacterized ORF
3892,YLL030C,YLL030C,0,"0,1",0,0,0,0,"0,02","0,04","173,2%",N/A,,, Dubious ORF
3893,YLL031C,GPI13,"70,4","69,3",68,"70,6","72,3","74,5","70,85","2,29","1,7%","1,9%",1.990,, Verified ORF
3894,YLL032C,YLL032C,"23,6","24,1","23,6","22,1",20,"23,3","22,78","1,52","1,2%","6,4%",317,, Verified ORF
3895,YLL033W,YLL033W,"12,5","12,9","11,1","13,4","12,6","12,5","12,5","0,77","7,8%","3,6%",106,, Uncharacterized ORF
3896,YLL034C,RIX7,"58,8","64,7","58,9","61,4","55,1","62,4","60,22","3,35","5,6%","6,0%",1.274,, Verified ORF
3897,YLL035W,GRC3,"30,1","30,6","26,1","29,3","31,8","28,6","29,42","1,96","8,5%","3,3%",423,, Verified ORF
3898,YLL036C,PRP19,"54,9","56,6","52,9","58,9","55,5",60,"56,47","2,63","3,4%","4,3%",1.160,, Verified ORF
3899,YLL037W,YLL037W,"3,7","3,7",4,"3,6","3,3","2,7","3,5","0,45","4,6%","16,5%",,, Dubious ORF
3900,YLL038C,ENT4,"13,7","12,4","12,3","15,3","11,1","14,8","13,27","1,62","6,1%","6,7%",91,, Verified ORF
3901,YLL039C,UBI4,"118,9","116,9","111,9","113,7","117,7","112,9","115,33","2,87","3,1%","2,4%",1.321,, Verified ORF
3902,YLL040C,VPS13,"61,1","56,4","59,3","62,3","60,8","62,6","60,42","2,29","4,0%","1,1%",1.212,, Verified ORF
3903,YLL041C,SDH2,"83,9","81,7",78,"84,8","87,6","85,2","83,53","3,32","3,7%","2,7%",713,, Verified ORF
3904,YLL042C,ATG10,"15,5","14,7","14,2","15,5","14,5","15,2","14,93","0,55","4,4%","3,3%",182,, Verified ORF
3905,YLL043W,FPS1,"91,6","93,3","90,2","94,5","88,1","94,4","92,02","2,54","1,7%","7,0%",2.126,, Verified ORF
3906,YLL044W,YLL044W,"0,1","0,2",0,"0,2","0,3",0,"0,13","0,12","100,0%","34,6%",,, Dubious ORF
3907,YLL045C,RPL8B,"1753,5","1737,7","1753,2","1729,9","1691,3",1742,"1734,6","23,08","0,5%","7,0%",10.027,, Verified ORF
3908,YLL046C,RNP1,"7,1","8,6","8,7","9,2","9,2","9,6","8,73","0,88","11,0%","12,9%",59,, Verified ORF
3909,YLL047W,YLL047W,"7,2","7,3","5,6","6,6","5,9",6,"6,43","0,71","14,2%","15,3%",,, Dubious ORF
3910,YLL048C,YBT1,"153,6","157,5","156,5","156,1",170,"163,7","159,57","6,12","1,3%","4,2%",2.653,, Verified ORF
3911,YLL049W,LDB18,"53,1","51,2","53,3","57,2","58,4","54,7","54,65","2,71","2,2%","10,3%",338,, Verified ORF
3912,YLL051C,FRE6,"69,2","72,2","65,1","74,3","68,1","69,4","69,72","3,21","5,2%","4,2%",1.261,, Verified ORF
3913,YLL052C,AQY2,"7,6","8,2","7,6","7,3","7,3","8,9","7,82","0,62","4,4%","2,3%",234,, Verified ORF
3914,YLL053C,YLL053C,"6,7",8,"7,5","8,5","8,4","7,8","7,82","0,66","8,9%","15,4%",610,, Uncharacterized ORF
3915,YLL054C,YLL054C,"17,5","15,5","18,5","17,5","18,4","19,1","17,75","1,26","8,9%","8,8%",140,, Uncharacterized ORF
3916,YLL055W,YCT1,"20,6","22,1","22,3","20,3",24,"20,4","21,62","1,46","4,3%","13,4%",390,, Verified ORF
3917,YLL056C,YLL056C,"22,2","22,9","21,3","22,8","24,3","21,7","22,53","1,06","3,6%","2,6%",328,, Uncharacterized ORF
3918,YLL057C,JLP1,"6,8","6,5","6,1","5,1","6,4","6,4","6,22","0,59","5,4%","14,4%",56,, Verified ORF
3919,YLL058W,YLL058W,"22,2","20,9","19,8","23,7","20,9","20,3","21,3","1,42","5,7%","3,4%",399,, Uncharacterized ORF
3920,YLL059C,YLL059C,"6,6","6,9","6,9","7,6","5,9","7,2","6,85","0,58","2,5%","11,4%",,, Dubious ORF
3921,YLL060C,GTT2,"11,8","11,5","11,6","12,6","9,7","11,7","11,48","0,96","1,3%","9,1%",200,, Verified ORF
3922,YLL061W,MMP1,"21,8","22,6","16,8","19,8","20,4","19,9","20,22","2,01","15,4%","10,9%",342,, Verified ORF
3923,YLL062C,MHT1,"13,6","14,2","14,2","15,1","14,9","13,5","14,25","0,65","2,5%","5,3%",152,, Verified ORF
3924,YLL063C,AYT1,"17,9","19,7","18,3",19,"19,7","20,6","19,2",1,"5,1%","4,4%",224,, Verified ORF
3925,YLL064C,YLL064C,"2,6","7,5","4,2","3,8","3,9","3,7","4,28","1,67","52,4%","41,7%",1.255,, Uncharacterized ORF
3926,YLL065W,YLL065W,1,2,"1,4","0,3","3,2","2,9","1,8","1,12","34,3%","51,5%",,, Dubious ORF
3927,YLL066W-A,YLL066W-A,"0,4","0,6","0,2","0,3","0,8","0,1","0,4","0,26","50,0%","33,3%",,, Dubious ORF
3928,YLL066W-B,YLL066W-B,"0,8","1,1","1,8","0,5","1,6",1,"1,13","0,49","41,6%","50,9%",25,, Uncharacterized ORF
3929,YLL067W-A,YLL067W-A,"0,1",0,"0,2",0,"0,2",0,"0,08","0,1","100,0%","173,2%",,, Dubious ORF
3930,YLR001C,YLR001C,36,"32,9","35,1","37,1","36,3","37,2","35,77","1,6","4,6%","3,8%",467,, Uncharacterized ORF
3931,YLR002C,NOC3,"78,9","84,8",81,78,"79,4","85,6","81,28","3,2","3,7%","0,7%",1.129,, Verified ORF
3932,YLR003C,YLR003C,"80,2","73,5","79,3",75,"78,2","77,9","77,35","2,58","4,7%","4,3%",1.389,, Uncharacterized ORF
3933,YLR004C,THI73,"12,1","13,1","12,6","15,1","13,4","12,4","13,12","1,08","4,0%","16,7%",146,, Verified ORF
3934,YLR005W,SSL1,"44,1","43,5","43,1","41,5","41,7","40,4","42,38","1,41","1,2%","5,3%",810,, Verified ORF
3935,YLR006C,SSK1,"37,9","38,4","34,3","38,2","35,8","38,4","37,17","1,72","6,1%","1,4%",395,, Verified ORF
3936,YLR007W,NSE1,"41,6","40,8","41,8","43,4","43,9","38,6","41,68","1,91","1,3%","7,9%",469,, Verified ORF
3937,YLR008C,PAM18,"80,4","85,4","84,3","89,8",82,"82,4","84,05","3,32","3,2%","7,6%",366,, Verified ORF
3938,YLR009W,RLP24,"231,4","230,3","229,3","232,1","228,3","225,1","229,42","2,52","0,5%","0,9%",1.523,, Verified ORF
3939,YLR010C,TEN1,"32,5","29,7","29,1","27,8","28,8",28,"29,32","1,71","6,0%","11,9%",113,, Verified ORF
3940,YLR011W,LOT6,28,30,"30,4","29,3","26,3",29,"28,83","1,49","4,4%","2,3%",352,, Verified ORF
3941,YLR012C,YLR012C,"0,3","0,5","0,5","0,3","0,3","0,6","0,42","0,13","26,6%","31,5%",3,, Uncharacterized ORF
3942,YLR013W,GAT3,"0,5","0,5","0,4","0,9","0,7","0,4","0,57","0,2","12,4%","28,6%",12,, Verified ORF
3943,YLR014C,PPR1,"18,6","20,8","19,2","18,8","18,6",20,"19,33","0,89","5,8%","6,8%",501,, Verified ORF
3944,YLR015W,BRE2,"24,1","24,4","23,1","23,2",23,"24,1","23,65","0,62","2,9%","6,3%",375,, Verified ORF
3945,YLR016C,PML1,"28,4","27,9","27,8","34,6","29,8","30,3","29,8","2,56","1,1%","13,8%",365,, Verified ORF
3946,YLR017W,MEU1,69,"72,4","72,7","69,1","68,7","69,6","70,25","1,81","2,9%","6,1%",1.016,, Verified ORF
3947,YLR018C,POM34,"40,7","37,4","36,4","40,2","37,4","39,4","38,58","1,75","5,9%","11,5%",452,, Verified ORF
3948,YLR019W,PSR2,"81,1","84,2","83,1","77,7","74,5",73,"78,93","4,61","1,9%","2,4%",774,, Verified ORF
3949,YLR020C,YEH2,"67,4","67,1",66,"65,9","65,8","69,1","66,88","1,28","1,1%","2,6%",717,, Verified ORF
3950,YLR021W,YLR021W,"36,4","40,5","40,3","39,6","40,7","44,6","40,35","2,62","5,9%","4,7%",227,, Uncharacterized ORF
3951,YLR022C,SDO1,"76,9","79,9","75,9","80,7","83,9","83,3","80,1","3,25","2,7%","3,0%",745,, Verified ORF
3952,YLR023C,IZH3,"49,8","50,5","51,9","56,1","50,4","50,9","51,6","2,31","2,1%","6,2%",965,, Verified ORF
3953,YLR024C,UBR2,"26,4","25,3","23,8","23,4","25,5","25,9","25,05","1,19","5,2%","9,0%",249,, Verified ORF
3954,YLR025W,SNF7,111,"108,6","109,1","112,1","104,3","116,5","110,27","4,06","1,2%","5,4%",781,, Verified ORF
3955,YLR026C,SED5,"56,5","58,3","58,3","58,6","56,9",60,"58,1","1,26","1,8%","1,8%",173,, Verified ORF
3956,YLR027C,AAT2,"355,2","348,9","344,8","347,4","353,4","340,5","348,37","5,44","1,5%","1,2%",5.847,, Verified ORF
3957,YLR028C,ADE16,"153,5","156,2","156,6","166,8","160,7","160,4","159,03","4,68","1,1%","7,0%",3.526,, Verified ORF
3958,YLR029C,RPL15A,"1623,9","1623,1","1639,8","1742,3","1798,2","1762,5","1698,3","78,29","0,6%","3,5%",5.760,, Verified ORF
3959,YLR030W,YLR030W,"3,5","2,2",3,"3,1","2,5","3,2","2,92","0,48","22,6%","12,9%",47,, Uncharacterized ORF
3960,YLR031W,YLR031W,"2,5","2,9","3,2","2,4",4,"2,2","2,87","0,66","12,3%","19,9%",93,, Uncharacterized ORF
3961,YLR032W,RAD5,"37,2",34,"37,5","32,6","34,4","33,3","34,83","2,05","5,4%","7,3%",306,, Verified ORF
3962,YLR033W,RSC58,"74,9",77,"71,9","71,3","69,3","70,5","72,48","2,9","3,4%","5,8%",818,, Verified ORF
3963,YLR034C,SMF3,"104,3","101,6",102,"103,2",106,"101,1","103,03","1,86","1,4%","0,8%",1.431,, Verified ORF
3964,YLR035C,MLH2,"17,6","16,8","18,5","15,6","15,3","15,3","16,52","1,34","4,8%","6,2%",161,, Verified ORF
3965,YLR035C-A,YLR035C-A,"0,1","0,1","0,4","0,2","0,5","0,1","0,23","0,18","86,6%","34,6%",,, transposable_element_gene
3966,YLR036C,YLR036C,"49,5","50,6","50,7","48,8","48,4","51,7","49,95","1,26","1,3%","3,7%",618,, Uncharacterized ORF
3967,YLR037C,DAN2,"9,2","10,4","8,8","8,6","8,9","8,9","9,13","0,65","8,8%","3,8%",1.453,, Verified ORF
3968,YLR038C,COX12,"282,2","284,7","292,3","293,7","296,2","286,9","289,33","5,54","1,8%","3,6%",1.137,, Verified ORF
3969,YLR039C,RIC1,"49,8","46,7","45,8","51,3","50,5","49,4","48,92","2,18","4,4%","1,7%",713,, Verified ORF
3970,YLR040C,YLR040C,"439,3","428,2","430,5","423,7","429,8","434,5",431,"5,37","1,4%","4,1%",3.614,, Uncharacterized ORF
3971,YLR041W,YLR041W,"2,2","1,2",2,"1,8","1,7","2,6","1,92","0,48","29,4%","19,2%",,, Dubious ORF
3972,YLR042C,YLR042C,"54,2","55,4","54,7","57,6","56,1","56,3","55,72","1,22","1,1%","5,3%",717,, Uncharacterized ORF
3973,YLR043C,TRX1,"920,3","942,7","931,2","947,4","928,8","931,6","933,67","9,83","1,2%","4,7%",2.809,, Verified ORF
3974,YLR044C,PDC1,"7275,9","7290,5","7325,6","6926,5","7213,1","7007,4","7173,17","165,82","0,4%","4,6%",23.379,, Verified ORF
3975,YLR045C,STU2,"33,6","36,1","35,1","32,2","31,5","32,3","33,47","1,81","3,6%","3,1%",645,, Verified ORF
3976,YLR046C,YLR046C,"24,9","23,3","27,7","24,3","23,9","22,3","24,4","1,84","8,8%","6,0%",764,, Uncharacterized ORF
3977,YLR047C,FRE8,"17,6","15,7","15,3","16,1","14,9","14,9","15,75","1,02","7,6%","5,4%",170,, Verified ORF
3978,YLR049C,YLR049C,"71,4","67,8","68,9","71,8","69,1","70,3","69,88","1,55","2,7%","0,4%",448,, Uncharacterized ORF
3979,YLR050C,YLR050C,"60,1","59,5",62,"65,2","65,2","61,2","62,2","2,48","2,2%","5,3%",712,, Uncharacterized ORF
3980,YLR051C,FCF2,"117,5","113,1","119,1","122,8","121,3","121,5","119,22","3,54","2,7%","4,7%",1.072,, Verified ORF
3981,YLR052W,IES3,"73,1",69,"70,8","72,9","74,2","72,9","72,15","1,9","2,9%","1,1%",449,, Verified ORF
3982,YLR053C,YLR053C,"3,9","3,1","3,8","3,4","3,6",4,"3,63","0,34","12,1%","7,7%",78,, Uncharacterized ORF
3983,YLR055C,SPT8,"48,7","50,5","49,7","46,7","47,7","48,6","48,65","1,36","1,8%","2,1%",636,, Verified ORF
3984,YLR056W,ERG3,"278,5","271,1","280,5","274,8","278,3","275,3","276,42","3,37","1,8%","2,7%",1.930,, Verified ORF
3985,YLR057W,YLR057W,"46,4","47,1","46,7","43,2","43,5","48,2","45,85","2,03","0,8%","7,0%",417,, Uncharacterized ORF
3986,YLR058C,SHM2,"854,6","844,8","852,3","836,5","815,5","821,2","837,48","16,22","0,6%","1,2%",5.200,, Verified ORF
3987,YLR059C,REX2,"61,3","67,2","67,5","68,7","72,9","75,3","68,82","4,89","5,4%","5,9%",706,, Verified ORF
3988,YLR060W,FRS1,316,"309,7","315,5","320,4","320,4","318,4","316,73","4,03","1,1%","0,8%",4.725,, Verified ORF
3989,YLR062C,BUD28,"1,8","1,1","0,5","1,3","0,9","1,3","1,15","0,44","57,4%","22,4%",,, Dubious ORF
3990,YLR063W,YLR063W,"48,5","49,8","49,9",56,"62,7","54,2","53,52","5,35","1,6%","7,9%",337,, Uncharacterized ORF
3991,YLR064W,YLR064W,"74,5","79,3","76,5","79,8","77,7","77,6","77,57","1,93","3,1%","3,8%",714,, Uncharacterized ORF
3992,YLR065C,YLR065C,147,"141,4",150,"157,3","147,2","156,6","149,92","6,13","3,0%","3,4%",2.034,, Uncharacterized ORF
3993,YLR066W,SPC3,"148,9","154,2","158,4","157,7","163,2","163,1","157,58","5,47","3,1%","7,7%",840,, Verified ORF
3994,YLR067C,PET309,"37,1","40,1","38,1","39,5","36,6","34,9","37,72","1,93","4,0%","3,7%",356,, Verified ORF
3995,YLR068W,FYV7,"62,7","62,2","65,2","70,7","61,6","69,3","65,28","3,88","2,5%","6,4%",249,, Verified ORF
3996,YLR069C,MEF1,"66,1","64,5","64,7","63,5",64,"59,9","63,78","2,09","1,3%","7,3%",923,, Verified ORF
3997,YLR070C,XYL2,11,"10,4","14,1","13,5","15,3","13,1","12,9","1,87","16,8%","12,0%",123,, Verified ORF
3998,YLR071C,RGR1,"42,2","47,8","48,3","53,1","48,9","49,8","48,35","3,55","7,3%","11,5%",1.054,, Verified ORF
3999,YLR072W,YLR072W,"50,9","51,3","49,5","48,1","46,8","51,5","49,68","1,91","1,9%","3,6%",667,, Uncharacterized ORF
4000,YLR073C,YLR073C,"10,2","10,6","12,1","12,4","12,5",12,"11,63","0,98","9,1%","9,9%",103,, Uncharacterized ORF
4001,YLR074C,BUD20,"236,8","245,9","253,4","249,7",246,"263,2","249,17","8,82","3,4%","4,8%",1.815,, Verified ORF
4002,YLR075W,RPL10,"3790,4","3796,7","3792,7","3838,8","3876,5","3825,3","3820,07","33,88","0,1%","4,2%",12.053,, Verified ORF
4003,YLR076C,YLR076C,"0,6","0,9","0,8",1,"0,5","0,7","0,75","0,19","19,9%","26,6%",,, Dubious ORF
4004,YLR077W,YLR077W,57,"55,2","60,7","57,9","66,8","62,8","60,07","4,27","4,9%","2,4%",477,, Uncharacterized ORF
4005,YLR079W,SIC1,"94,9","92,1","95,8","96,1","92,4","99,4","95,12","2,69","2,0%","0,7%",491,, Verified ORF
4006,YLR080W,EMP46,"19,7","17,2","18,7","18,7","22,2",18,"19,08","1,74","6,8%","6,5%",218,, Verified ORF
4007,YLR081W,GAL2,"7,3","9,2","8,9","9,1","9,4","8,2","8,68","0,79","12,1%","11,7%",25,, Verified ORF
4008,YLR082C,SRL2,"22,5","21,1","21,5","19,2","23,7","20,5","21,42","1,57","3,3%","12,6%",325,, Verified ORF
4009,YLR083C,EMP70,"171,5","171,1",172,"177,7","178,2","173,6","174,02","3,17","0,3%","1,9%",4.858,, Verified ORF
4010,YLR084C,RAX2,"104,1","98,7","100,9","101,2","106,9","102,6","102,4","2,85","2,7%","1,5%",1.381,, Verified ORF
4011,YLR085C,ARP6,"29,8","30,8","31,6","32,1","32,9","34,1","31,88","1,52","2,9%","4,2%",416,, Verified ORF
4012,YLR086W,SMC4,39,"38,9","41,3","45,6","41,7","41,6","41,35","2,44","3,4%","9,0%",618,, Verified ORF
4013,YLR087C,CSF1,"39,6","36,5","33,9","40,1","39,4","41,7","38,53","2,83","7,8%","0,7%",457,, Verified ORF
4014,YLR088W,GAA1,"56,7","62,6","58,3","54,5","54,3",62,"58,07","3,6","5,2%","4,9%",597,, Verified ORF
4015,YLR089C,ALT1,"180,9","187,5","189,2","181,3","188,1",190,"186,17","4,02","2,4%","0,1%",2.352,, Uncharacterized ORF
4016,YLR090W,XDJ1,"37,3","35,2","37,2","38,5","33,1","33,5","35,8","2,21","3,2%","4,2%",628,, Verified ORF
4017,YLR091W,YLR091W,"16,1","16,1","15,7","17,4","19,8","18,7","17,3","1,65","1,4%","4,4%",110,, Uncharacterized ORF
4018,YLR092W,SUL2,"36,1","38,2","38,2","38,9","39,8",39,"38,37","1,26","3,2%","5,2%",367,, Verified ORF
4019,YLR094C,GIS3,"66,6","63,8","64,4","68,5","64,8","70,4","66,42","2,6","2,3%","1,4%",807,, Verified ORF
4020,YLR095C,IOC2,"51,3","51,3","51,6","50,8","53,5","57,2","52,62","2,43","0,3%","10,2%",620,, Verified ORF
4021,YLR096W,KIN2,"51,2",45,"51,9","47,8","49,6","51,1","49,43","2,62","7,7%","3,6%",409,, Verified ORF
4022,YLR097C,HRT3,"45,4","43,8","40,9","44,1","42,3","45,7","43,7","1,84","5,3%","3,8%",428,, Verified ORF
4023,YLR098C,CHA4,"28,4","30,6","29,9","35,4","33,3",30,"31,27","2,58","3,8%","11,2%",215,, Verified ORF
4024,YLR099C,ICT1,"332,6","336,8","329,8","349,7","353,1","348,6","341,77","9,9","1,1%","2,6%",5.309,, Verified ORF
4025,YLR099W-A,YLR099W-A,"167,6","164,9",168,"157,1","166,1","164,6","164,72","3,98","1,0%","8,1%",219,, Uncharacterized ORF
4026,YLR100W,ERG27,"189,3","187,7","185,2",196,194,"199,8",192,"5,53","1,1%","2,6%",2.769,, Verified ORF
4027,YLR101C,YLR101C,"3,1","3,1","3,2","2,8","2,4","3,1","2,95","0,3","1,8%","24,0%",,, Dubious ORF
4028,YLR102C,APC9,"18,9","20,8","22,7","20,2","20,6","20,6","20,63","1,22","9,1%","6,6%",135,, Verified ORF
4029,YLR103C,CDC45,23,"23,4","25,1","25,2","25,9","26,2","24,8","1,31","4,7%","9,3%",369,, Verified ORF
4030,YLR104W,YLR104W,"52,9","55,1","54,5","52,5","58,4","52,6","54,33","2,26","2,1%","3,4%",448,, Uncharacterized ORF
4031,YLR105C,SEN2,"52,6","52,4","55,8","56,4","55,4","53,9","54,42","1,7","3,6%","3,5%",609,, Verified ORF
4032,YLR106C,MDN1,257,"255,5","259,4","244,9","251,8","241,6","251,7","7,07","0,8%","2,6%",4.290,, Verified ORF
4033,YLR107W,REX3,"70,1","70,5","66,3","66,6","68,2","66,9","68,1","1,83","3,4%","3,7%",839,, Verified ORF
4034,YLR108C,YLR108C,"14,3","13,2","10,5","11,5","14,4","11,5","12,57","1,63","15,4%","10,9%",226,, Uncharacterized ORF
4035,YLR109W,AHP1,"3278,9","3250,4","3283,2","3212,1","3150,5","3202,2","3229,55","51,09","0,5%","1,7%",8.418,, Verified ORF
4036,YLR110C,CCW12,"10489,1","10551,4","10487,9","10921,4","11659,4","11022,2","10855,23","456,12","0,3%","3,3%",16.511,, Verified ORF
4037,YLR111W,YLR111W,"0,3","0,4","0,2","0,2","0,8","0,2","0,35","0,23","33,3%","33,3%",,, Dubious ORF
4038,YLR112W,YLR112W,"13,1","13,6","15,2","14,5","13,9","15,1","14,23","0,84","7,9%","5,4%",,, Dubious ORF
4039,YLR113W,HOG1,"125,9","129,7","128,1","123,6","125,4","130,8","127,25","2,75","1,5%","2,3%",2.368,, Verified ORF
4040,YLR114C,AVL9,"56,2","58,9","58,2","60,1","57,6","54,7","57,62","1,93","2,4%","5,3%",185,, Verified ORF
4041,YLR115W,CFT2,"36,9","32,4",38,"38,9","36,1","35,9","36,37","2,25","8,3%","3,4%",853,, Verified ORF
4042,YLR116W,MSL5,"48,5","48,5","43,9","50,8","48,7","50,4","48,47","2,45","5,7%","2,6%",900,, Verified ORF
4043,YLR117C,CLF1,"51,2","46,7","48,3","50,9","47,9","45,6","48,43","2,24","4,7%","0,5%",292,, Verified ORF
4044,YLR118C,YLR118C,72,"67,5","74,9","77,4","75,6","69,3","72,78","3,86","5,2%","6,7%",524,, Verified ORF
4045,YLR119W,SRN2,"29,2","27,2","28,5","28,6","27,2",32,"28,78","1,77","3,6%","5,5%",136,, Verified ORF
4046,YLR120C,YPS1,137,"129,8","132,5","132,7","135,1","134,5","133,6","2,49","2,7%","2,8%",1.458,, Verified ORF
4047,YLR120W-A,YLR120W-A,"20,7","21,6","19,9","21,1","19,4","20,6","20,55","0,8","4,1%","3,4%",,, Dubious ORF
4048,YLR121C,YPS3,"43,6","44,5","47,5","45,6",49,"46,3","46,08","1,97","4,5%","4,5%",488,, Verified ORF
4049,YLR122C,YLR122C,"3,2","1,7","2,7","1,6","2,5","2,3","2,33","0,61","30,1%","50,2%",,, Dubious ORF
4050,YLR123C,YLR123C,"3,5","5,6","4,8","4,8","3,2","4,7","4,43","0,9","22,9%","15,6%",,, Dubious ORF
4051,YLR124W,YLR124W,"2,9","3,1","3,5","3,7","3,4","2,6","3,2","0,41","9,6%","18,2%",,, Dubious ORF
4052,YLR125W,YLR125W,"6,6","6,5","6,1","7,9","5,9","7,4","6,73","0,77","4,1%","9,5%",86,, Uncharacterized ORF
4053,YLR126C,YLR126C,"52,3","53,7","52,1","57,4","55,9","60,8","55,37","3,37","1,7%","7,4%",284,, Uncharacterized ORF
4054,YLR127C,APC2,"32,3","29,3","31,8",30,"30,5","29,8","30,62","1,19","5,2%","4,6%",241,, Verified ORF
4055,YLR129W,DIP2,"91,8","88,5","89,2","97,6","88,6","96,6","92,05","4,1","1,9%","3,4%",1.902,, Verified ORF
4056,YLR130C,ZRT2,"80,9","79,7","78,8","86,6","87,5","80,8","82,38","3,71","1,3%","3,5%",1.196,, Verified ORF
4057,YLR131C,ACE2,"23,7","22,7","27,1",26,"26,9","26,5","25,48","1,84","9,4%","4,7%",356,, Verified ORF
4058,YLR132C,YLR132C,"12,6","10,2","12,9","11,1",11,"12,1","11,65","1,05","12,4%","7,0%",80,, Uncharacterized ORF
4059,YLR133W,CKI1,"24,7","22,1",23,21,"21,2","22,3","22,38","1,35","5,7%","8,1%",239,, Verified ORF
4060,YLR134W,PDC5,"14,6","14,8",14,"13,8","12,6","15,4","14,2","0,97","2,9%","2,8%",417,, Verified ORF
4061,YLR135W,SLX4,"16,1","14,7","15,4","17,6","16,3","17,2","16,22","1,08","4,5%","8,3%",209,, Verified ORF
4062,YLR136C,TIS11,"30,4","28,9","27,1","28,9",31,"30,1","29,4","1,4","5,7%","6,1%",344,, Verified ORF
4063,YLR137W,YLR137W,35,"30,2","34,8","32,3","32,4","33,3",33,"1,79","8,1%","4,0%",877,, Uncharacterized ORF
4064,YLR138W,NHA1,"78,5","81,7","79,8",83,"76,7","75,3","79,17","2,93","2,0%","3,2%",1.103,, Verified ORF
4065,YLR139C,SLS1,"30,1","28,3","25,9",28,"26,9","26,5","27,62","1,52","7,5%","4,0%",444,, Verified ORF
4066,YLR140W,YLR140W,"0,2",0,"0,3","0,1","0,1",0,"0,12","0,12","91,7%","43,3%",,, Dubious ORF
4067,YLR141W,RRN5,18,"18,1","18,1","19,6","18,3","19,2","18,55","0,68","0,3%","10,4%",100,, Verified ORF
4068,YLR142W,PUT1,"25,1","27,6","24,7",25,"26,1","29,7","26,37","1,95","6,1%","2,8%",131,, Verified ORF
4069,YLR143W,YLR143W,"47,3",49,"51,4","44,4",48,"50,1","48,37","2,43","4,2%","7,2%",472,, Uncharacterized ORF
4070,YLR144C,ACF2,"30,4","32,5","32,2","32,6","35,6","33,7","32,83","1,73","3,6%","8,5%",548,, Verified ORF
4071,YLR145W,RMP1,"68,1","67,8","67,5","66,7","64,9","64,9","66,65","1,43","0,4%","12,7%",277,, Verified ORF
4072,YLR146C,SPE4,"48,1","51,5","46,1","49,6","51,6","51,4","49,72","2,25","5,6%","1,7%",623,, Verified ORF
4073,YLR146W-A,YLR146W-A,"73,7","71,9","73,3",76,"72,6","73,3","73,47","1,4","1,3%","3,1%",,, Uncharacterized ORF
4074,YLR147C,SMD3,"94,3","91,9","94,8","81,6","79,4","86,4","88,07","6,61","1,7%","11,1%",334,, Verified ORF
4075,YLR148W,PEP3,"44,1",46,"49,8",47,"45,3","41,8","45,67","2,7","6,2%","4,1%",169,, Verified ORF
4076,YLR149C,YLR149C,"15,2","16,5","18,1","15,4","15,5","17,7","16,4","1,25","8,8%","5,5%",168,, Uncharacterized ORF
4077,YLR149C-A,YLR149C-A,"0,2",0,"0,2","0,2","0,1","0,2","0,15","0,08","86,6%","34,6%",,, Dubious ORF
4078,YLR150W,STM1,"1330,3","1343,4","1347,1","1339,5","1343,1","1337,5","1340,15","5,87","0,7%","1,9%",8.727,, Verified ORF
